,personId,firstName,lastName,birthdate,lastAttended,country,height,bodyWeight,guard,forward,center,draftYear,draftRound,draftNumber,fullName
51,82,Bill,Wennington,1963-04-26,St. John's (NY),USA,84.0,245.0,False,False,True,1985.0,1.0,16.0,Bill Wennington
52,84,Latrell,Sprewell,1970-09-08,Alabama,USA,77.0,195.0,True,False,False,1992.0,1.0,24.0,Latrell Sprewell
53,85,Brent,Price,1968-12-09,Oklahoma,USA,73.0,85.0,True,False,False,1992.0,2.0,32.0,Brent Price
54,87,Dikembe,Mutombo,1966-06-25,Georgetown,Congo,86.0,260.0,False,False,True,1991.0,1.0,4.0,Dikembe Mutombo
55,88,Steve,Scheffler,1967-09-03,Purdue,USA,81.0,250.0,False,True,False,1990.0,2.0,39.0,Steve Scheffler
56,89,Nick,Van Exel,1971-11-27,Cincinnati,USA,73.0,190.0,True,False,False,1993.0,2.0,37.0,Nick Van Exel
57,93,Hubert,Davis,1970-05-17,North Carolina,USA,77.0,183.0,True,False,False,1992.0,1.0,20.0,Hubert Davis
58,95,Mark,Bryant,1965-04-25,Seton Hall,USA,81.0,250.0,False,True,False,1988.0,1.0,21.0,Mark Bryant
59,96,Detlef,Schrempf,1963-01-21,Washington,USA,82.0,235.0,False,True,False,1985.0,1.0,8.0,Detlef Schrempf
60,97,Ronnie,Grandison,1964-07-09,New Orleans,USA,78.0,220.0,False,True,False,1987.0,5.0,100.0,Ronnie Grandison
61,98,Nick,Anderson,1968-01-20,Illinois,USA,78.0,228.0,True,True,False,1989.0,1.0,11.0,Nick Anderson
62,100,Tim,Legler,1966-12-26,La Salle,USA,76.0,200.0,True,False,False,-1.0,-1.0,-1.0,Tim Legler
63,101,Scott,Skiles,1964-03-05,Michigan State,USA,73.0,180.0,True,False,False,1986.0,1.0,22.0,Scott Skiles
64,103,Todd,Day,1970-01-07,Arkansas,USA,,,,,,1992.0,1.0,8.0,Todd Day
65,104,Benoit,Benjamin,1964-11-22,Creighton,USA,84.0,250.0,False,False,True,1985.0,1.0,3.0,Benoit Benjamin
66,105,Dan,Majerle,1965-09-09,Central Michigan,USA,78.0,222.0,True,True,False,1988.0,1.0,14.0,Dan Majerle
67,107,Dale,Ellis,1960-08-06,Tennessee,USA,79.0,205.0,True,False,False,1983.0,1.0,9.0,Dale Ellis
68,109,Robert,Horry,1970-08-25,Alabama,USA,82.0,240.0,False,True,True,1992.0,1.0,11.0,Robert Horry
69,111,LaPhonso,Ellis,1970-05-05,Notre Dame,USA,80.0,240.0,False,True,False,1992.0,1.0,5.0,LaPhonso Ellis
70,112,Dontonio,Wingfield,1974-06-23,Cincinnati,USA,80.0,256.0,False,True,False,1994.0,2.0,37.0,Dontonio Wingfield
71,114,Harold,Miner,1971-05-05,Southern California,USA,77.0,210.0,True,False,False,1992.0,1.0,12.0,Harold Miner
72,116,David,Wood,1964-11-30,Nevada-Reno,USA,81.0,230.0,False,True,False,-1.0,-1.0,-1.0,David Wood
73,117,Jeff,Malone,1961-06-28,Mississippi State,USA,76.0,205.0,True,False,False,1983.0,1.0,10.0,Jeff Malone
74,120,Steven,Smith,1969-03-31,Michigan State,USA,80.0,221.0,True,True,False,1991.0,1.0,5.0,Steven Smith
75,121,Patrick,Ewing,1962-08-05,Georgetown,Jamaica,84.0,121.0,False,False,True,1985.0,1.0,1.0,Patrick Ewing
76,122,Fred,Roberts,1960-08-14,Brigham Young,USA,82.0,218.0,False,True,False,1982.0,2.0,27.0,Fred Roberts
77,123,Robert,Pack,1969-02-03,Southern California,USA,74.0,190.0,True,False,False,-1.0,-1.0,-1.0,Robert Pack
78,124,Vlade,Divac,1968-02-03,Partizan,Serbia,85.0,260.0,False,False,True,1989.0,1.0,26.0,Vlade Divac
79,128,David,Benoit,1968-05-09,Alabama,USA,80.0,220.0,False,True,False,-1.0,-1.0,-1.0,David Benoit
80,129,Dino,Radja,1967-04-24,Virtus Roma,Croatia,83.0,225.0,False,False,True,1989.0,2.0,40.0,Dino Radja
81,132,Dwayne,Morton,1971-08-10,Louisville,USA,79.0,195.0,True,False,False,1994.0,2.0,45.0,Dwayne Morton
82,133,David,Wesley,1970-11-14,Baylor,USA,73.0,203.0,True,False,False,-1.0,-1.0,-1.0,David Wesley
83,134,Kevin,Johnson,1966-03-04,California,USA,73.0,190.0,True,False,False,1987.0,1.0,7.0,Kevin Johnson
84,136,P.J.,Brown,1969-10-14,Louisiana Tech,USA,83.0,239.0,False,True,True,1992.0,2.0,29.0,PJ Brown
85,137,Vernon,Maxwell,1965-09-12,Florida,USA,76.0,190.0,True,False,False,1988.0,2.0,47.0,Vernon Maxwell
86,138,Anthony,Avent,1969-10-18,Seton Hall,USA,81.0,240.0,False,False,True,1991.0,1.0,15.0,Anthony Avent
87,140,Donald,Royal,1966-05-22,Notre Dame,USA,80.0,218.0,False,True,False,1987.0,3.0,52.0,Donald Royal
88,141,Anthony,Tucker,1969-04-04,Wake Forest,USA,80.0,141.0,False,True,False,-22.0,-22.0,-22.0,Anthony Tucker
89,143,Terry,Dehere,1971-09-12,Seton Hall,USA,76.0,190.0,True,False,False,1993.0,1.0,13.0,Terry Dehere
90,145,Tracy,Murray,1971-07-25,UCLA,USA,79.0,230.0,False,True,False,1992.0,1.0,18.0,Tracy Murray
91,146,Jud,Buechler,1968-06-19,Arizona,USA,78.0,228.0,True,True,False,1990.0,2.0,38.0,Jud Buechler
92,147,Jalen,Rose,1973-01-30,Michigan,USA,80.0,215.0,True,True,False,1994.0,1.0,13.0,Jalen Rose
93,149,Michael,Adams,1963-01-19,Boston College,USA,70.0,165.0,True,False,False,1985.0,3.0,66.0,Michael Adams
94,154,Adrian,Caldwell,1966-07-04,Lamar,USA,80.0,154.0,False,False,False,-22.0,-22.0,-22.0,Adrian Caldwell
95,156,Antoine,Carr,1961-07-23,Wichita State,USA,81.0,225.0,False,True,False,1983.0,1.0,8.0,Antoine Carr
96,157,Derek,Harper,1961-10-13,Illinois,USA,76.0,206.0,True,False,False,1983.0,1.0,11.0,Derek Harper
97,160,Tim,Breaux,1970-09-19,Wyoming,USA,79.0,215.0,False,True,False,-1.0,-1.0,-1.0,Tim Breaux
98,164,Chris,Childs,1967-11-20,Boise State,USA,75.0,195.0,True,False,False,-1.0,-1.0,-1.0,Chris Childs
99,165,Hakeem,Olajuwon,1963-01-21,Houston,Nigeria,84.0,255.0,False,False,True,1984.0,1.0,1.0,Hakeem Olajuwon
100,166,Ron,Harper,1964-01-20,Miami (Ohio),USA,78.0,215.0,True,False,False,1986.0,1.0,8.0,Ron Harper
101,168,Chris,Mills,1970-01-25,Arizona,USA,79.0,220.0,False,True,False,1993.0,1.0,22.0,Chris Mills
102,170,Joe,Kleine,1962-01-04,Arkansas,USA,83.0,255.0,False,False,True,1985.0,1.0,6.0,Joe Kleine
103,173,Keith,Askins,1967-12-15,Alabama,USA,80.0,173.0,True,True,False,-22.0,-22.0,-22.0,Keith Askins
104,174,John,Battle,1962-11-09,Rutgers,USA,74.0,174.0,True,False,False,1985.0,4.0,84.0,John Battle
105,175,Alton,Lister,1958-10-01,Arizona State,USA,84.0,245.0,False,True,True,1981.0,1.0,21.0,Alton Lister
106,176,Antonio,Harvey,1970-07-06,Pfeiffer,USA,83.0,250.0,False,True,True,-1.0,-1.0,-1.0,Antonio Harvey
107,177,Muggsy,Bogues,1965-01-09,Wake Forest,USA,,,True,False,False,1987.0,1.0,12.0,Muggsy Bogues
108,178,Olden,Polynice,1964-11-21,Virginia,USA,82.0,178.0,False,False,False,1987.0,1.0,8.0,Olden Polynice
109,179,Bryant,Stith,1970-12-10,Virginia,USA,77.0,210.0,True,False,False,1992.0,1.0,13.0,Bryant Stith
110,180,John,Crotty,1969-07-15,Virginia,USA,,,True,False,False,-1.0,-1.0,-1.0,John Crotty
111,181,Kenny,Smith,1965-03-08,North Carolina,USA,75.0,170.0,True,False,False,1987.0,1.0,6.0,Kenny Smith
112,182,Billy,Owens,1969-05-01,Syracuse,USA,81.0,225.0,True,True,False,1991.0,1.0,3.0,Billy Owens
113,183,Bison,Dele,1969-04-06,Arizona,USA,83.0,260.0,False,True,True,1991.0,1.0,10.0,Bison Dele
114,184,Bobby,Phills,1969-12-20,Southern,USA,77.0,184.0,False,False,False,1991.0,2.0,45.0,Bobby Phills
115,185,Chris,Webber,1973-03-01,Michigan,USA,82.0,245.0,False,True,True,1993.0,1.0,1.0,Chris Webber
116,187,Terry,Cummings,1961-03-15,DePaul,USA,81.0,220.0,False,True,False,1982.0,1.0,2.0,Terry Cummings
117,189,B.J.,Tyler,1971-04-30,Texas-Austin,USA,73.0,185.0,True,False,False,1994.0,1.0,20.0,BJ Tyler
118,190,Duane,Causwell,1968-05-31,Temple,USA,84.0,255.0,False,False,True,1990.0,1.0,18.0,Duane Causwell
119,192,Dennis,Scott,1968-09-05,Georgia Tech,USA,80.0,229.0,False,True,False,1990.0,1.0,4.0,Dennis Scott
120,193,Anthony,Mason,1966-12-14,Tennessee State,USA,80.0,255.0,False,True,False,1988.0,3.0,53.0,Anthony Mason
121,194,Anthony,Bowie,1963-11-09,Oklahoma,USA,78.0,194.0,True,False,False,1986.0,3.0,66.0,Anthony Bowie
122,195,Lee,Mayberry,1970-06-12,Arkansas,USA,73.0,195.0,False,False,False,1992.0,1.0,23.0,Lee Mayberry
123,197,Scott,Burrell,1971-01-12,Connecticut,USA,79.0,218.0,True,False,False,1993.0,1.0,20.0,Scott Burrell
124,198,Danny,Ferry,1966-10-17,Duke,USA,82.0,235.0,False,True,False,1989.0,1.0,2.0,Danny Ferry
125,199,Reggie,Williams,1964-03-05,Georgetown,USA,,,,,,1987.0,1.0,4.0,Reggie Williams
126,201,Chris,Dudley,1965-02-22,Yale,USA,83.0,201.0,False,False,True,1987.0,4.0,75.0,Chris Dudley
127,202,Gary,Grant,1965-04-21,Michigan,USA,,202.0,False,False,False,1988.0,1.0,15.0,Gary Grant
128,203,Nate,McMillan,1964-08-03,North Carolina State,USA,77.0,210.0,True,True,False,1986.0,2.0,30.0,Nate McMillan
129,204,Jeff,Hornacek,1963-05-03,Iowa State,USA,76.0,204.0,True,False,False,1986.0,2.0,46.0,Jeff Hornacek
130,208,Sam,Cassell,1969-11-18,Florida State,USA,75.0,208.0,True,False,False,1993.0,1.0,24.0,Sam Cassell
131,209,Dell,Curry,1964-06-25,Virginia Tech,USA,77.0,205.0,True,True,False,1986.0,1.0,15.0,Dell Curry
132,210,Terrell,Brandon,1970-05-20,Oregon,USA,71.0,173.0,True,False,False,1991.0,1.0,11.0,Terrell Brandon
133,211,Eric,Mobley,1970-02-01,Pittsburgh,USA,83.0,235.0,False,False,True,1994.0,1.0,18.0,Eric Mobley
134,212,Yinka,Dare,1972-10-10,George Washington,USA,84.0,265.0,False,False,True,1994.0,1.0,14.0,Yinka Dare
135,213,Antonio,Davis,1968-10-31,Texas-El Paso,USA,81.0,245.0,False,True,True,1990.0,2.0,45.0,Antonio Davis
136,216,Brian,Shaw,1966-03-22,California-Santa Barbara,USA,78.0,200.0,True,False,False,1988.0,1.0,24.0,Brian Shaw
137,219,Vinny,Del Negro,1966-08-09,North Carolina State,USA,,219.0,False,False,False,1988.0,2.0,29.0,Vinny Del Negro
138,221,Clar.,Weatherspoon,1970-09-08,Southern Mississippi,USA,79.0,270.0,False,True,False,1992.0,1.0,9.0,Clar Weatherspoon
139,223,Bill,Curley,1972-05-29,Boston College,USA,,,False,True,False,1994.0,1.0,22.0,Bill Curley
140,224,Eddie,Jones,1971-10-20,Temple,USA,78.0,200.0,True,True,False,1994.0,1.0,10.0,Eddie Jones
141,226,Antonio,Lang,1972-05-15,Duke,USA,80.0,205.0,False,True,False,1994.0,2.0,29.0,Antonio Lang
142,228,Adam,Keefe,1970-02-22,Stanford,USA,81.0,230.0,False,True,False,1992.0,1.0,10.0,Adam Keefe
143,229,James,Edwards,1955-11-22,Washington,USA,85.0,229.0,False,False,True,1977.0,3.0,46.0,James Edwards
144,234,Khalid,Reeves,1972-07-15,Arizona,USA,75.0,199.0,True,False,False,1994.0,1.0,12.0,Khalid Reeves
145,236,Kevin,Edwards,1965-10-30,DePaul,USA,75.0,210.0,True,False,False,1988.0,1.0,20.0,Kevin Edwards
146,238,Tyrone,Hill,1968-03-19,Xavier,USA,81.0,250.0,False,True,False,1990.0,1.0,11.0,Tyrone Hill
147,239,Darrick,Martin,1971-03-06,UCLA,USA,71.0,170.0,True,False,False,-1.0,-1.0,-1.0,Darrick Martin
148,240,Brooks,Thompson,1970-07-19,Oklahoma State,USA,76.0,193.0,True,False,False,1994.0,1.0,27.0,Brooks Thompson
149,241,Darrin,Hancock,1971-11-03,Kansas,USA,79.0,205.0,False,True,False,1994.0,2.0,38.0,Darrin Hancock
150,243,Aaron,McKie,1972-10-02,Temple,USA,77.0,209.0,True,False,False,1994.0,1.0,17.0,Aaron McKie
151,244,Dee,Brown,1968-11-29,Jacksonville,USA,,,True,False,False,1990.0,1.0,19.0,Dee Brown
152,246,Greg,Anderson,1964-06-22,Houston,USA,82.0,250.0,False,True,True,1987.0,1.0,23.0,Greg Anderson
153,247,Joe,Dumars,1963-05-24,McNeese State,USA,75.0,247.0,True,False,False,1985.0,1.0,18.0,Joe Dumars
154,248,George,Lynch,1970-09-03,North Carolina,USA,80.0,235.0,False,True,False,1993.0,1.0,12.0,George Lynch
155,251,Sean,Elliott,1968-02-02,Arizona,USA,80.0,220.0,False,True,False,1989.0,1.0,3.0,Sean Elliott
156,252,Karl,Malone,1963-07-24,Louisiana Tech,USA,81.0,259.0,False,True,False,1985.0,1.0,13.0,Karl Malone
157,255,Grant,Hill,1972-10-05,Duke,USA,80.0,225.0,False,True,False,1994.0,1.0,3.0,Grant Hill
158,258,Brian,Grant,1972-03-05,Xavier,USA,81.0,254.0,False,True,True,1994.0,1.0,8.0,Brian Grant
159,262,Michael,Cage,1962-01-28,San Diego State,USA,81.0,224.0,False,False,True,1984.0,1.0,14.0,Michael Cage
160,265,Harvey,Grant,1965-07-04,Oklahoma,USA,81.0,225.0,False,True,False,1988.0,1.0,12.0,Harvey Grant
161,270,Horace,Grant,1965-07-04,Clemson,USA,82.0,270.0,False,False,True,1987.0,1.0,10.0,Horace Grant
162,271,Johnny,Newman,1963-11-28,Richmond,USA,79.0,210.0,False,True,False,1986.0,2.0,29.0,Johnny Newman
163,273,Duane,Ferrell,1965-02-28,Georgia Tech,USA,79.0,215.0,False,True,False,-1.0,-1.0,-1.0,Duane Ferrell
164,275,Allan,Houston,1971-04-20,Tennessee,USA,78.0,205.0,True,False,False,1993.0,1.0,11.0,Allan Houston
165,278,Stacey,Augmon,1968-08-01,UNLV,USA,80.0,213.0,True,True,False,1991.0,1.0,9.0,Stacey Augmon
166,279,Charles,Jones,1957-04-03,Albany State (GA),USA,81.0,215.0,False,True,True,1979.0,8.0,165.0,Charles Jones
167,280,Felton,Spencer,1968-01-05,Louisville,USA,84.0,290.0,False,False,True,1990.0,1.0,6.0,Felton Spencer
168,281,Scott,Williams,1968-03-21,North Carolina,USA,82.0,260.0,False,True,True,-1.0,-1.0,-1.0,Scott Williams
169,283,Lindsey,Hunter,1970-12-03,Jackson State,USA,74.0,195.0,True,False,False,1993.0,1.0,10.0,Lindsey Hunter
170,285,Greg,Grant,1966-08-29,College of New Jersey,USA,67.0,140.0,True,False,False,1989.0,2.0,52.0,Greg Grant
171,287,Eric,Leckner,1966-05-27,Wyoming,USA,83.0,265.0,False,False,True,1988.0,1.0,17.0,Eric Leckner
172,288,Armen,Gilliam,1964-05-28,UNLV,USA,81.0,260.0,False,True,False,1987.0,1.0,2.0,Armen Gilliam
173,289,Ledell,Eackles,1966-11-24,New Orleans,USA,77.0,231.0,True,False,False,1988.0,2.0,36.0,Ledell Eackles
174,291,Ed,Pinckney,1963-03-27,Villanova,USA,81.0,240.0,False,True,False,1985.0,1.0,10.0,Ed Pinckney
175,292,Anthony,Miller,1971-10-22,Michigan State,USA,81.0,255.0,False,True,False,1994.0,2.0,39.0,Anthony Miller
176,293,Charles,Smith,1965-07-16,Pittsburgh,USA,82.0,244.0,False,True,False,1988.0,1.0,3.0,Charles Smith
177,296,Rick,Fox,1969-07-24,North Carolina,Canada,79.0,235.0,False,True,False,1991.0,1.0,24.0,Rick Fox
178,297,Alonzo,Mourning,1970-02-08,Georgetown,USA,82.0,261.0,False,False,True,1992.0,1.0,2.0,Alonzo Mourning
179,299,Glenn,Robinson,1973-01-10,Purdue,USA,79.0,240.0,False,True,False,1994.0,1.0,1.0,Glenn Robinson
180,302,Mookie,Blaylock,1967-03-20,Oklahoma,USA,,,True,False,False,1989.0,1.0,12.0,Mookie Blaylock
181,304,John,Stockton,1962-03-26,Gonzaga,USA,73.0,175.0,True,False,False,1984.0,1.0,16.0,John Stockton
182,305,Robert,Parish,1953-08-30,Centenary-Louisiana,USA,85.0,244.0,False,False,True,1976.0,1.0,8.0,Robert Parish
183,306,Steve,Colter,1962-07-24,New Mexico State,USA,75.0,306.0,True,False,False,1984.0,2.0,33.0,Steve Colter
184,308,Derrick,Alston,1972-08-20,Duquesne,USA,83.0,225.0,False,False,True,1994.0,2.0,33.0,Derrick Alston
185,310,Bobby,Hurley,1971-06-28,Duke,USA,72.0,165.0,True,False,False,1993.0,1.0,7.0,Bobby Hurley
186,313,Vern,Fleming,1962-02-04,Georgia,USA,77.0,313.0,True,False,False,1984.0,1.0,18.0,Vern Fleming
187,316,Richard,Manning,1970-06-23,Washington,USA,83.0,245.0,False,False,True,1993.0,2.0,40.0,Richard Manning
188,317,John,Starks,1965-08-10,Oklahoma State,USA,77.0,190.0,True,False,False,-1.0,-1.0,-1.0,John Starks
189,320,Jamie,Watson,1972-02-23,South Carolina,USA,79.0,190.0,False,True,False,1994.0,2.0,47.0,Jamie Watson
190,321,Scott,Haskin,1970-09-19,Oregon State,USA,83.0,250.0,False,True,False,1993.0,1.0,14.0,Scott Haskin
191,323,Greg,Foster,1968-10-03,Texas-El Paso,USA,83.0,250.0,False,False,True,1990.0,2.0,35.0,Greg Foster
192,324,Anthony,Peeler,1969-11-25,Missouri,USA,76.0,208.0,True,False,False,1992.0,1.0,15.0,Anthony Peeler
193,328,Rick,Mahorn,1958-09-21,Hampton,USA,82.0,328.0,False,True,False,1980.0,2.0,35.0,Rick Mahorn
194,330,Danny,Manning,1966-05-17,Kansas,USA,82.0,234.0,False,True,True,1988.0,1.0,1.0,Danny Manning
195,333,Kevin,Gamble,1965-11-13,Iowa,USA,77.0,210.0,False,True,False,1987.0,3.0,63.0,Kevin Gamble
196,335,Willie,Anderson,1967-01-08,Georgia,USA,80.0,200.0,True,True,False,1988.0,1.0,10.0,Willie Anderson
197,339,Tom,Gugliotta,1969-12-19,North Carolina State,USA,82.0,250.0,False,True,False,1992.0,1.0,6.0,Tom Gugliotta
198,340,Kevin,Pritchard,1967-07-17,Kansas,USA,75.0,180.0,True,False,False,1990.0,2.0,34.0,Kevin Pritchard
199,341,Joe,Wolf,1964-12-17,North Carolina,USA,83.0,341.0,False,False,False,1987.0,1.0,13.0,Joe Wolf
200,342,Andy,Toolson,1966-01-19,Brigham Young,USA,78.0,210.0,False,True,False,-1.0,-1.0,-1.0,Andy Toolson
201,344,Dana,Barros,1967-04-13,Boston College,USA,71.0,165.0,True,False,False,1989.0,1.0,16.0,Dana Barros
202,345,Terry,Porter,1963-04-08,Wisconsin-Stevens Point,USA,75.0,205.0,True,False,False,1985.0,1.0,24.0,Terry Porter
203,346,Doug,Edwards,1971-01-21,Florida State,USA,79.0,235.0,False,True,False,1993.0,1.0,15.0,Doug Edwards
204,348,Mitchell,Butler,1970-12-15,UCLA,USA,77.0,210.0,True,False,False,-1.0,-1.0,-1.0,Mitchell Butler
205,349,Mark,Jackson,1965-04-01,St. John's (NY),USA,75.0,195.0,True,False,False,1987.0,1.0,18.0,Mark Jackson
206,351,Stacey,King,1967-01-29,Oklahoma,USA,83.0,250.0,False,True,True,1989.0,1.0,6.0,Stacey King
207,353,Darrell,Armstrong,1968-06-22,Fayetteville State,USA,73.0,180.0,True,False,False,-1.0,-1.0,-1.0,Darrell Armstrong
208,355,Vincent,Askew,1966-02-28,Memphis,USA,78.0,210.0,True,False,False,1987.0,2.0,39.0,Vincent Askew
209,356,Chris,Morris,1966-01-20,Auburn,USA,80.0,228.0,False,True,False,1988.0,1.0,4.0,Chris Morris
210,357,Greg,Sutton,1967-12-03,Oral Roberts,USA,74.0,185.0,True,False,False,1991.0,2.0,49.0,Greg Sutton
211,358,Anfernee,Hardaway,1971-07-18,Memphis,USA,79.0,215.0,False,True,False,1993.0,1.0,3.0,Anfernee Hardaway
212,359,Chucky,Brown,1968-02-29,North Carolina State,USA,80.0,359.0,False,True,False,1989.0,2.0,43.0,Chucky Brown
213,361,Clifford,Robinson,1966-12-16,Connecticut,USA,82.0,245.0,False,True,True,1989.0,2.0,36.0,Clifford Robinson
214,363,Christian,Laettner,1969-08-17,Duke,USA,83.0,245.0,False,True,True,1992.0,1.0,3.0,Christian Laettner
215,364,Rex,Chapman,1967-10-05,Kentucky,USA,76.0,185.0,True,False,False,1988.0,1.0,8.0,Rex Chapman
